symbol,long_name,r2,diff_pct,slope
ISRG,Intuitive Surgical Inc.,0.8862478521909597,1.1694294466239457,0.406897303041761
TMUS,"T-Mobile US, Inc.",0.9197425262193141,1.4478559572323906,0.18269153749675937
